date,headlines
2020-09-02, Airbnb rebuffs merger offer from Bill Ackman’s SPAC 
2020-09-02, India bans Tencent's PUBG app as takes aim at China tech 
2020-09-02, India bans Tencent's PUBG app as takes aim at China tech 
2020-09-02, India bans 118 mobile apps including Tencent's PUBG 
2020-09-02, Asia wealth managers pull out all stops to get clients on Ant IPO 
2020-09-02," Hong Kong stocks fall as energy, financial firms retreat "
2020-09-02, Ant Group plans to raise more funds in Shanghai than HK in giant IPO -sources 
2020-09-02, China stocks close mixed; tech shares gain but material stocks weigh 
2020-09-02, Amazon's new offerings make India center of fintech push 
2020-09-02," China stocks decline as weaker material, energy shares weigh "
2020-09-01, Money Managers Are Punished by a Runaway S&P 500 
2020-08-28, U.S. IPO market channels spirit of '99 to tee up bumper 2020 
2020-08-28, First Hang Seng TECH Index ETF sets record for debut turnover 
2020-08-28," China stocks climb on upbeat economic data, listings momentum "
2020-08-28, SoftBank Group to Sell $12.5 Billion of Wireless Unit Stock 
2020-08-28," China stocks rise on economic recovery, listings momentum "
2020-08-27, EV Maker XPeng Has Solid Debut as Clean Cars Grab Investor Fancy 
2020-08-27," China's Xpeng surges 67% on U.S. debut, raises $1.5 bln in IPO "
2020-08-27, Chinese EV maker Xpeng shares jump 54% in NYSE debut 
2020-08-27, Chinese EV maker Xpeng shares jump 54% in NYSE debut 
2020-08-27," China's Xpeng IPO raises $1.5 bln for smart EV technologies, expansion "
2020-08-27, Qualcomm-backed firm releases processor as AI chip race heats up 
2020-08-27," China's Xpeng IPO raises $1.5 bln for smart EV technologies, expansion "
2020-08-27, Chinese EV maker Xpeng increases U.S. IPO size to $1.5 bln 
2020-08-27, Alibaba in talks to hike stake in Chinese courier YTO Express -sources 
2020-08-27," Chinese EV maker Xpeng increases U.S. IPO size to $1.5 bln, say sources "
2020-08-27," China's Xpeng increases U.S. IPO size to $1.5 bln, say sources "
2020-08-26," Job losses loom as Vanguard closes Hong Kong, Japan operations "
2020-08-26," Job losses loom as Vanguard closes Hong Kong, Japan operations "
2020-08-26, Alibaba puts India investment plan on hold amid China tensions - sources 
2020-08-26," The Hut Group poised to launch $5.9 bln London listing, sources say "
2020-08-26," Job losses loom as Vanguard closes Hong Kong, Japan operations "
2020-08-26," Vanguard to close Hong Kong, Japan operations "
2020-08-26," Vanguard to close Hong Kong, Japan operations, citing unsupportive ‘industry dynamics’ "
2020-08-26," Vanguard to close Hong Kong, Japan operations "
2020-08-26, Hong Kong shares close flat as tech gains offset mainland losses 
2020-08-26, Asset managers in China tech ETF race as U.S. tensions stir investor fever 
2020-08-26, China shares fall as tech-heavy start-up index ChiNext snaps two-day rally 
2020-08-26, Dollar drifts ahead of key Fed speech as economic worries grow 
2020-08-26, Ant Group delivers timely boost to Hong Kong listing market 
2020-08-26," 'All girls, buy it!' In China, Perfect Diary gives cosmetics world a makeover with live streams, low prices "
2020-08-26," Dollar dogged by economic worries, yuan gains on trade deal relief "
2020-08-25, Tech unicorns rushing to go public defy sleepy summer IPO season 
2020-08-25," Posthaste: It’s getting cheaper to rent a condo in Toronto, as listings grow and leases fall "
2020-08-25," Alibaba's Ant Group files for blockbuster Hong Kong, Shanghai dual listing "
2020-08-25," Alibaba's Ant Group files for blockbuster Hong Kong, Shanghai dual listing "
2020-08-25, Tech war chronicles: How a Silicon Valley chip pioneer landed in China      
2020-08-25," Alibaba's Ant Group files for blockbuster Hong Kong, Shanghai dual listing "
2020-08-25," Alibaba's Ant Group files for blockbuster dual listing in Hong Kong, Shanghai "
2020-08-25, Taiwan says won't let China firms 'pull a fast one' to get into market 
2020-08-24," Global stocks advance on coronavirus treatment hopes, dollar gains "
2020-08-24, How Canada became the battleground for America's tech Cold War with China 
2020-08-24," Global stocks advance on coronavirus treatment hopes, dollar gains "
2020-08-24, Taiwan tells Taobao e-commerce site to re-register or leave island 
2020-08-24," Global stocks advance on coronavirus treatment hopes, dollar slips "
2020-08-24, Taiwan tells Alibaba's Taobao to re-register or leave 
2020-08-24, Taiwan tells Alibaba's local Taobao site to re-register or leave island 
2020-08-24, Taiwan tells Alibaba to re-register Taobao local site or leave island 
2020-08-21, Chinese EV Maker XPeng Seeks to Raise $1.1 Billion in U.S. IPO 
2020-08-21, Chinese EV maker XPeng looks to raise up to $1.11 bln in U.S. IPO 
2020-08-21," China stocks rise as consumer, healthcare firms lend support; Hong Kong up "
2020-08-20, China's budget EV maker Kandi eyes setting up North American manufacturing plant 
2020-08-20, Posthaste: Remember that slowdown after the rebound we were warned about — it may be here 
2020-08-19," Stocks Erase Gains, Dollar Rises After Fed Minutes: Markets Wrap "
2020-08-18, U.S. warns universities to divest China stocks on delisting risk 
2020-08-18, Stocks Fluctuate After Record Amid Trade Tension: Markets Wrap 
2020-08-18, Givex Joins LOT Network to Protect Clients from Patent Trolls 
2020-08-17," Equities edge higher, bonds stable after Chinese stocks rally "
2020-08-17, Alibaba shares hold up in face of Trump threats 
2020-08-17," Equities edge higher, bonds stable after Chinese stocks rally "
2020-08-17," S&P 500, Nasdaq propped up by tech stocks; retail earnings awaited "
2020-08-17," S&P 500, Nasdaq propped up by tech stocks; retail earnings awaited "
2020-08-17, Russian Billionaire Invests in VR Parties Startup 
2020-08-17," Equities edge higher, bonds stable after Chinese stocks rally "
2020-08-17, Wall St kicks off big retail earnings week on high note 
2020-08-17, Wall St kicks off big retail earnings week on high note 
2020-08-17, Europe limps higher after China markets jump 
2020-08-17, Wall St set to kick off big retail earnings week on high note 
2020-08-17, Wall St set to kick off big retail earnings week on high note 
2020-08-17, Futures tick up ahead of big retail earnings week 
2020-08-17, Futures tick up ahead of big retail earnings week 
2020-08-17, Europe stuck on the ground as China markets jump 
2020-08-17, Asia shares push ahead as China markets jump 
2020-08-17, Yuan gains as delayed trade meeting gives China breathing space 
2020-08-17, Asia shares move ahead led by China gains 
2020-08-17," Dollar in the doldrums; US politics, Fed minutes eyed "
2020-08-17," Asia shares pause near highs, eyes on U.S. yields "
2020-08-15, Trump says looking at pressuring other Chinese companies after Bytedance 
2020-08-15, Trump says looking at pressuring other Chinese companies after Bytedance 
2020-08-14, Big U.S. funds gorged on tech stocks and gold in second quarter - 13F filings 
2020-08-14, Ant Group makes pre-listing filing in China for blockbuster IPO 
2020-08-14, Ant Group makes pre-listing filing in China for blockbuster IPO 
2020-08-14," Alibaba, Xiaomi to join Hong Kong's Hang Seng Index "
2020-08-14, Alibaba and Xiaomi Get Into Hong Kong's Benchmark Index 
2020-08-12, Alibaba-backed Best to list delivery business in Hong Kong -sources 
2020-08-12, Alibaba-backed Best to list delivery business in Hong Kong -sources 
2020-08-12, Alibaba-backed Best to list delivery business in Hong Kong -sources 
2020-08-12, Alibaba-backed Best to list delivery business in Hong Kong -sources 
2020-08-11, 'Political posturing': Why escalating U.S.-China tensions are not rocking markets 
2020-08-10, Microsoft's TikTok bid spotlights Windows maker's history with China 
2020-08-10, Microsoft's TikTok bid spotlights Windows maker's history with China 
2020-08-07, Chinese Electric-Vehicle Maker XPeng Files for U.S. IPO 
2020-08-07," Slowing job growth, stimulus worries weigh on Nasdaq "
2020-08-07," Slowing job growth, stimulus worries weigh on Nasdaq "
2020-08-07," Slowing job growth, stimulus worries weigh on Nasdaq "
2020-08-07," Slowing job growth, stimulus worries weigh on Nasdaq "
2020-08-07, Slowing job growth weighs on Wall St; new stimulus eyed 
2020-08-07, Slowing job growth weighs on Wall St; new stimulus eyed 
2020-08-07, Slowing job growth weighs on Wall St as focus turns to stimulus 
2020-08-07, Slowing job growth weighs on Wall St as focus turns to stimulus 
2020-08-07," Wall St retreats on slowing jobs growth, U.S.-China friction "
2020-08-07," Wall St retreats on slowing jobs growth, U.S.-China friction "
2020-08-07," Wall St dips on slowing job growth, U.S.-China tensions "
2020-08-07," Wall St dips on slowing job growth, U.S.-China tensions "
2020-08-07, U.S. businesses in China face uncertainty as White House bans WeChat 
2020-08-07," Trump preps bans on WeChat, TikTok, stoking tension with Beijing "
2020-08-07," Trump preps bans on WeChat, TikTok, stoking tension with Beijing "
2020-08-07," Trump preps bans on WeChat, TikTok, stoking tension with Beijing "
2020-08-07," Trump issues bans on China's TikTok, WeChat, stoking tension with Beijing "
2020-08-06," Third Point takes new positions in tech stocks, trims earlier losses "
2020-08-06," Third Point takes new positions in tech stocks, trims earlier losses "
2020-08-06, Stocks stall and dollar squeezed as investors wait for stimulus 
2020-08-06, U.S. steps up campaign to purge 'untrusted' Chinese apps 
2020-08-05, U.S. steps up campaign to purge 'untrusted' Chinese apps 
2020-08-05, U.S. wants to see 'untrusted' Chinese apps removed from app stores - Pompeo 
2020-08-05," India widens China app ban to cover more from Xiaomi, Baidu "
2020-08-04, Trump’s TikTok assault opens new front in tech war with China 
2020-08-04, Hong Kong shares rebound as tech stocks shine 
2020-08-04, White House adviser Navarro suggests Microsoft divest China holdings 
2020-08-03, The most effective strategy to turn your passion into a full-time career 
2020-08-03, Alibaba Boosts Investment in EV Maker Xpeng Before New York IPO 
2020-08-02, South African telecom operator Telkom moves into financial services 
2020-07-31," Chinese electric vehicle maker Xpeng raises another $300 mln, sources say "
2020-07-31," China's central bank urges antitrust probe into Alipay, WeChat Pay -sources "
2020-07-31, SenseTime eyes STAR market IPO after $1.5bln fundraising-sources 
2020-07-31," China's central bank urges antitrust probe into Alipay, WeChat Pay -sources "
2020-07-31," Urged on by central bank, China weighs antitrust probe into Alipay, WeChat Pay -sources "
2020-07-31," Urged on by central bank, China weighs antitrust probe into Alipay, WeChat Pay -sources "
2020-07-31," Urged on by central bank, China weighs antitrust probe into Alipay, WeChat Pay -sources "
2020-07-31, SoftBank advances share buyback with approval of $9.6 bln tranche 
2020-07-31, SoftBank approves $9.6 bln share buyback 
2020-07-30," Hong Kong shares give up gains as financials, resources stocks weigh "
2020-07-29, Brazilian fintech Ebanx expands to Uruguay 
2020-07-29, Rare pause in tech appetite suggests some indigestion: Mike Dolan 
2020-07-27, Shareholder Tencent offers to take Sogou private 
2020-07-27," Alibaba, Jack Ma summoned by Indian court over ex-employee's lawsuit "
2020-07-27, Global prospects dim for China's tech champions as great powers clash 
2020-07-27," Credit Suisse Invested $100 Million in Ant, Expects Windfall "
2020-07-26," Alibaba, Jack Ma summoned by Indian court on former employee's complaint "
2020-07-26," Alibaba, Jack Ma summoned by Indian court on former employee's complaint "
2020-07-26," Alibaba, Jack Ma summoned by Indian court on former employee's complaint "
2020-07-24," Alibaba Cloud helps Chinese students, foreign schools scale Great Firewall "
2020-07-24," Alibaba Cloud helps Chinese students, foreign schools scale Great Firewall "
2020-07-23," Alibaba Cloud helps Chinese students, foreign schools scale Great Firewall "
2020-07-23," Hong Kong shares edge up, tech index shines "
2020-07-23," China's STAR Market doubles Nasdaq's gains this year, new benchmark shows "
